step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.304721832275391,4.30893087387085,0.02,-100.0
1,1,4.8839030265808105,4.767881393432617,0.02,-100.0,0.015709415543824434,0.0638027530076215,0.08812506316462532,0.2549804821610451
2,2,4.297760486602783,4.290185928344727,0.02,-100.0,0.022862717974931,0.16152087895898148,0.24323685781564564,0.4566834270954132
3,3,5.251389026641846,4.43706750869751,0.02,-100.0,0.03661075048148632,2.7422253338154405,4.352611714974046,0.37424391508102417
4,4,5.647341251373291,5.666348457336426,0.02,-100.0,0.04283101763576269,13.891299752518535,27.429911557585,5.236643552780151
5,5,6.401716709136963,6.2917585372924805,0.02,-100.0,0.04893508646637201,27.9293410256505,57.57592874765396,5.109181523323059
6,6,5.660203456878662,5.715928554534912,0.02,2.902862995926283,0.058040840551257133,45.83417522907257,96.52086317539215,4.356871247291565
7,7,6.128192901611328,5.719999313354492,0.02,2.9011775821604853,0.07065444439649582,71.31602150201797,152.87519392371178,5.020581603050232
8,8,6.240802764892578,6.492821216583252,0.02,2.9006025688249935,0.07972317188978195,104.04370264708996,228.4004059433937,5.981221437454224
9,9,7.6514787673950195,7.624222755432129,0.02,2.900048868578863,0.08904553763568401,141.99452337622643,313.85085248947144,6.439757227897644
10,10,8.629497528076172,8.846378326416016,0.02,2.898984167178443,0.09690449945628643,185.32097567617893,409.7728409767151,6.788145661354065
